Date,Day,Home,Division,League,Matchup,,,,Attend,IL?,Notes,
12-Aug,Tues,Rangers,AL West,AL,at Texas 3 Tampa Bay 2,Baker (1-3),Ramos (2-5),,35642,,,
12-Aug,Tues,Cubs,NL Central,NL,at Chicago Cubs 3 Milwaukee 0,Hendricks (4-1),Peralta (14-7),Rondon (15),28819,,,
12-Aug,Tues,Royals,AL Central,AL,Oakland 11 at Kansas City 3,Lester (13-7),Guthrie (8-10),,27161,,,
12-Aug,Tues,Astros,AL West,AL,at Houston 10 Minnesota 4,McHugh (5-9),Pino (1-5),,17490,,,
12-Aug,Tues,Angels,AL West,AL,at LA Angels 7 Philadelphia 2,Wilson (9-8),Bastardo (5-6),,37296,y,,
12-Aug,Tues,Mariiners,AL West,AL,at Seattle 6 Toronto 3,Young (11-6),Happ (8-7),Rodney (34),26076,,,
12-Aug,Tues,Padres,NL West,NL,at San Diego 4 Colorado 1,Despaigne (3-3),Flande (0-5),,27188,,,
12-Aug,Tues,Giants,NL West,NL,Chicago White Sox 3 at San Francisco 2,Putnam (4-2),Casilla (1-2),,42317,y,,
13-Aug,Weds,Reds,NL Central,NL,Boston 5 at Cincinnati 4,Ranaudo (2-0),Leake (9-11),Mujica (3),32870,y,,
13-Aug,Weds,Astros,AL West,AL,Minnesota 3 at Houston 1,Gibson (11-9),Oberholtzer (4-8),Perkins (30),16480,,,
13-Aug,Weds,Giants,NL West,NL,at San Francisco 7 Chicago White Sox 1,Peavy (1-3),Quintana (6-9),,41725,y,,
13-Aug,Weds,Indians,AL Central,AL,at Cleveland 3 Arizona 2,Allen (4-2),Delgado (1-3),,N/A,y,,
13-Aug,Weds,Padres,NL West,NL,at San Diego 5 Colorado 3,Kennedy (9-10),Matzek (2-8),Benoit (7),23902,,,
13-Aug,Weds,Orioles,AL East,AL,at Baltimore 5 NY Yankees 3,O'Day (4-1),Kelley (2-4),Britton (25),37587,,,
13-Aug,Weds,Tigers,AL Central,AL,at Detroit 8 Pittsburgh 4,Hardy (2-1),Worley (5-2),,41043,y,,
13-Aug,Weds,Braves,NL East,NL,at Atlanta 3 LA Dodgers 2,Santana (12-6),Ryu (12-6),Kimbrel (35),33299,,,
13-Aug,Weds,Mets,NL East,NL,Washington 3 at NY Mets 2,Zimmermann (8-5),Colon (11-10),Soriano (27),21364,,,
13-Aug,Weds,Marlins,NL East,NL,St. Louis 5 at Miami 2,Masterson (2-1),Eovaldi (6-7),,20044,,,
13-Aug,Weds,Indians,AL Central,AL,Arizona 1 at Cleveland 0,Delgado (2-3),Lee (0-1),Reed (28),17562,y,,
13-Aug,Weds,Rangers,AL West,AL,Tampa Bay 10 at Texas 1,Archer (8-6),Mikolas (1-5),,29870,,,
13-Aug,Weds,Cubs,NL Central,NL,at Chicago Cubs 4 Milwaukee 2,Wada (2-1),Lohse (11-7),Rondon (16),31191,,,
13-Aug,Weds,Royals,AL Central,AL,at Kansas City 3 Oakland 0,Vargas (9-5),Kazmir (13-5),,21099,,,
13-Aug,Weds,Angels,AL West,AL,at LA Angels 4 Philadelphia 3,Weaver (13-7),Burnett (6-13),Street (7),38802,y,,
13-Aug,Weds,Mariiners,AL West,AL,at Seattle 2 Toronto 0,Iwakuma (11-6),Dickey (9-12),Rodney (35),32368,,,
14-Aug,Thurs,Braves,NL East,NL,LA Dodgers 6 at Atlanta 4,Hernandez (7-8),Harang (9-7),Jansen (34),19347,,,
14-Aug,Thurs,Tigers,AL Central,AL,at Detroit 5 Pittsburgh 2,Scherzer (14-4),Liriano (3-9),,41986,y,,
14-Aug,Thurs,Royals,AL Central,AL,at Kansas City 7 Oakland 3,Crow (6-1),Samardzija (3-2),Holland (36),20569,,,
14-Aug,Thurs,Cubs,NL Central,NL,Milwaukee 6 at Chicago Cubs 2,Fiers (2-1),Jackson (6-13),,38157,,,
14-Aug,Thurs,Red Sox,AL East,AL,at Boston 9 Houston 4,Webster (3-1),Feldman (6-9),,38065,,,
14-Aug,Thurs,Mets,NL East,NL,Washington 4 at NY Mets 1,Strasburg (9-10),Gee (4-5),Soriano (28),22782,,,
14-Aug,Thurs,Marlins,NL East,NL,at Miami 5 Arizona 4,Dunn (10-5),Hagens (0-1),,17074,,,
14-Aug,Thurs,Rangers,AL West,AL,Tampa Bay 6 at Texas 3,Odorizzi (9-9),Ross (2-5),McGee (13),28904,,,
14-Aug,Thurs,Cardinals,NL Central,NL,at St. Louis 4 San Diego 3,Maness (4-2),Torres (1-1),Rosenthal (36),45126,,,
14-Aug,Thurs,Rockies,NL West,NL,at Colorado 7 Cincinnati 3,De La Rosa (12-8),Simon (12-8),,32538,,,
15-Aug,Fri,Indians,AL Central,AL,at Cleveland 2 Baltimore 1,Atchison (6-0),Matusz (2-3),,27845,,,
15-Aug,Fri,Nationals,NL East,NL,at Washington 5 Pittsburgh 4,Roark (12-7),Morton (5-12),Soriano (29),36945,,,
15-Aug,Fri,Tigers,AL Central,AL,Seattle 7 at Detroit 2,Paxton (3-0),Porcello (13-8),,42385,,,
15-Aug,Fri,Red Sox,AL East,AL,Houston 5 at Boston 3,Sipp (3-2),Breslow (2-4),,37016,,,
15-Aug,Fri,Mets,NL East,NL,at NY Mets 3 Chicago Cubs 2,Wheeler (8-8),Wood (7-10),Mejia (18),25016,,,
15-Aug,Fri,Marlins,NL East,NL,Arizona 3 at Miami 2,Cahill (3-7),Hand (2-5),Reed (29),18286,,,
15-Aug,Fri,Rays,AL East,AL,at Tampa Bay 5 NY Yankees 0,Cobb (8-6),McCarthy (4-2),,26535,,,
15-Aug,Fri,Braves,NL East,NL,at Atlanta 7 Oakland 2,Wood (9-9),Hammel (1-5),,30606,y,,
15-Aug,Fri,Rangers,AL West,AL,LA Angels 5 at Texas 4,Richards (13-4),Martinez (2-9),Street (8),31465,,,
15-Aug,Fri,White Sox,AL Central,AL,at Chicago White Sox 11 Toronto 5,Noesi (7-8),Stroman (7-4),,22739,,,
15-Aug,Fri,Twins,AL Central,AL,Kansas City 6 at Minnesota 5,Duffy (8-10),Nolasco (5-8),Holland (37),32013,,,
15-Aug,Fri,Cardinals,NL Central,NL,at St. Louis 4 San Diego 2,Lynn (13-8),Ross (11-11),Neshek (4),42662,,,
15-Aug,Fri,Rockies,NL West,NL,Cincinnati 3 at Colorado 2,Cueto (15-6),Ottavino (0-4),Chapman (26),33668,,,
15-Aug,Fri,Dodgers,NL West,NL,Milwaukee 6 at LA Dodgers 3,Kintzler (2-3),Wright (4-3),Rodriguez (37),47272,,,
15-Aug,Fri,Giants,NL West,NL,Philadelphia 5 at San Francisco 3,Giles (2-0),Casilla (1-3),Papelbon (28),41425,,,
16-Aug,Sat,Rockies,NL West,NL,Cincinnati at Colorado,Postponed,,,N/A,,,
16-Aug,Sat,Giants,NL West,NL,at San Francisco 6 Philadelphia 5,Affeldt (4-1),Bastardo (5-7),Romo (23),41907,,,
16-Aug,Sat,Rays,AL East,AL,NY Yankees 3 at Tampa Bay 2,Betances (5-0),McGee (3-1),Robertson (32),31042,,,
16-Aug,Sat,Indians,AL Central,AL,at Cleveland 6 Baltimore 0,Carrasco (5-4),Jimenez (4-9),,27881,,,
16-Aug,Sat,Nationals,NL East,NL,at Washington 4 Pittsburgh 3,Thornton (1-0),Wilson (3-3),,41880,,,
16-Aug,Sat,Tigers,AL Central,AL,at Detroit 4 Seattle 2,Price (12-8),Hernandez (13-4),Nathan (25),43833,,,
16-Aug,Sat,Red Sox,AL East,AL,at Boston 10 Houston 7,Wilson (1-0),Fields (2-6),,37652,,,
16-Aug,Sat,White Sox,AL Central,AL,Toronto 6 at Chicago White Sox 3,Cecil (1-3),Lindstrom (2-2),Janssen (19),29420,,,
16-Aug,Sat,Twins,AL Central,AL,at Minnesota 4 Kansas City 1,Hughes (13-8),Ventura (9-9),Perkins (31),35575,,,
16-Aug,Sat,Braves,NL East,NL,at Atlanta 4 Oakland 3,Teheran (11-9),Gray (12-7),Kimbrel (36),40760,y,,
16-Aug,Sat,Mets,NL East,NL,at NY Mets 7 Chicago Cubs 3,Niese (7-8),Straily (0-1),,30744,,,
16-Aug,Sat,Marlins,NL East,NL,at Miami 2 Arizona 1,Alvarez (9-5),Miley (7-9),Cishek (31),19563,,,
16-Aug,Sat,Cardinals,NL Central,NL,San Diego 9 at St. Louis 5,Torres (2-1),Siegrist (1-3),,44079,,,
16-Aug,Sat,Rangers,AL West,AL,LA Angels 5 at Texas 4,Shoemaker (11-4),Lewis (8-10),Street (9),32209,,,
16-Aug,Sat,Dodgers,NL West,NL,Milwaukee 3 at LA Dodgers 2,Gallardo (8-6),Kershaw (14-3),Rodriguez (38),50849,,,
17-Aug,Sun,Indians,AL Central,AL,Baltimore 4 at Cleveland 1,Gausman (7-4),Salazar (4-6),Britton (26),22564,,,
17-Aug,Sun,Tigers,AL Central,AL,Seattle 8 at Detroit 1,Young (12-6),Ray (1-3),,41181,,,
17-Aug,Sun,Mets,NL East,NL,Chicago Cubs 2 at NY Mets 1,Strop (2-4),Mejia (5-6),Rondon (17),27938,,,
17-Aug,Sun,Marlins,NL East,NL,at Miami 10 Arizona 3,Koehler (9-9),Collmenter (8-7),,19296,,,
17-Aug,Sun,Red Sox,AL East,AL,Houston 8 at Boston 1,McHugh (6-9),Kelly (0-1),,36717,,,
17-Aug,Sun,Rays,AL East,AL,NY Yankees 4 at Tampa Bay 2,Kuroda (8-8),Hellickson (1-2),Robertson (33),28812,,,
17-Aug,Sun,White Sox,AL Central,AL,at Chicago White Sox 7 Toronto 5,Carroll (5-7),Hutchison (8-11),Petricka (9),25761,,,
17-Aug,Sun,Twins,AL Central,AL,Kansas City 12 at Minnesota 6,Guthrie (9-10),Milone (6-4),,31455,y,,
17-Aug,Sun,Cardinals,NL Central,NL,at St. Louis 7 San Diego 6,Wainwright (15-7),Despaigne (3-4),Maness (2),43149,,,
17-Aug,Sun,Rangers,AL West,AL,at Texas 3 LA Angels 2,Feliz (1-1),Street (0-1),,28942,,,
17-Aug,Sun,Giants,NL West,NL,at San Francisco 5 Philadelphia 2,Lincecum (10-8),Buchanan (6-7),Casilla (11),41851,,,
17-Aug,Sun,Dodgers,NL West,NL,Milwaukee 7 at LA Dodgers 2,Peralta (15-7),Haren (10-10),,43357,,,
17-Aug,Sun,Rockies,NL West,NL,at Colorado 10 Cincinnati 9,Brothers (4-5),Hoover (1-9),,42310,,,
17-Aug,Sun,Nationals,NL East,NL,at Washington 6 Pittsburgh 5,Detwiler (2-2),Cumpton (3-4),,34430,,,
17-Aug,Sun,Braves,NL East,NL,at Atlanta 4 Oakland 3,Minor (5-8),Lester (13-8),Kimbrel (37),25461,y,,
17-Aug,Sun,Rockies,NL West,NL,at Colorado 10 Cincinnati 5,Ottavino (1-4),Contreras (0-1),,33604,,,
18-Aug,Mon,Mets,NL East,NL,Chicago Cubs 4 at NY Mets 1,Hendricks (5-1),Carlyle (1-1),Rondon (18),23271,,,
18-Aug,Mon,Nationals,NL East,NL,at Washington 5 Arizona 4,Stammen (3-4),Harris (0-3),,21292,,,
18-Aug,Mon,Phillies,NL East,NL,at Philadelphia 4 Seattle 1,Williams (1-0),Elias (9-10),Papelbon (29),28102,y,,
18-Aug,Mon,Pirates,NL Central,NL,Atlanta 7 at Pittsburgh 3,Santana (13-6),Worley (5-3),,31669,,,
18-Aug,Mon,Red Sox,AL East,AL,LA Angels 4 at Boston 2,Wilson (10-8),Workman (1-7),Jepsen (1),35170,,,
18-Aug,Mon,White Sox,AL Central,AL,Baltimore 8 at Chicago White Sox 2,Norris (11-7),Sale (10-3),,17686,,,
18-Aug,Mon,Twins,AL Central,AL,Kansas City 6 at Minnesota 4,Vargas (10-5),May (0-2),Holland (38),25559,,,
18-Aug,Mon,Cardinals,NL Central,NL,at St. Louis 6 Cincinnati 5,Greenwood (2-1),Ondrusek (3-3),,42973,,,
19-Aug,Tues,Yankees,AL East,AL,Houston 7 at NY Yankees 4,Fields (3-6),Robertson (1-4),Qualls (14),40015,,,
19-Aug,Tues,Nationals,NL East,NL,at Washington 8 Arizona 1,Strasburg (10-10),Anderson (7-5),,26827,,,
19-Aug,Tues,Phillies,NL East,NL,Seattle 5 at Philadelphia 2,Iwakuma (12-6),Burnett (6-14),Rodney (36),31592,y,,
19-Aug,Tues,Pirates,NL Central,NL,Atlanta 11 at Pittsburgh 3,Harang (10-7),Liriano (3-10),,27033,,,
19-Aug,Tues,Red Sox,AL East,AL,LA Angels 4 at Boston 3,Smith (5-1),Uehara (5-3),Street (10),35471,,,
19-Aug,Tues,Marlins,NL East,NL,at Miami 4 Texas 3,Dyson (2-0),Cotts (2-7),,20277,y,,
19-Aug,Tues,Rays,AL East,AL,Detroit 8 at Tampa Bay 6,Johnson (5-2),Balfour (1-5),Nathan (26),14331,,,
19-Aug,Tues,Cubs,NL Central,NL,at Chicago Cubs 2 San Francisco 1,Wada (3-1),Vogelsong (7-9),Rondon (19),31064,,,
19-Aug,Tues,White Sox,AL Central,AL,Baltimore 5 at Chicago White Sox 1,Tillman (10-5),Quintana (6-10),,13307,,,
19-Aug,Tues,Brewers,NL Central,NL,at Milwaukee 6 Toronto 1,Fiers (3-1),Happ (8-8),,42221,y,,
19-Aug,Tues,Twins,AL Central,AL,Cleveland 7 at Minnesota 5,Crockett (3-0),Duensing (3-3),Allen (16),26358,,,
19-Aug,Tues,Cardinals,NL Central,NL,at St. Louis 5 Cincinnati 4,Neshek (6-0),Hoover (1-10),,42573,,,
19-Aug,Tues,Rockies,NL West,NL,Kansas City 7 at Colorado 4,Shields (12-6),Matzek (2-9),Holland (39),30394,y,,
19-Aug,Tues,Athletics,AL West,AL,at Oakland 6 NY Mets 2,Kazmir (14-5),Gee (4-6),,23498,y,,
19-Aug,Tues,Dodgers,NL West,NL,at LA Dodgers 8 San Diego 6,Correia (2-0),Kennedy (9-11),Jansen (35),45459,,,
20-Aug,Weds,Marlins,NL East,NL,Texas 5 at Miami 4,Martinez (3-9),Eovaldi (6-8),Feliz (5),16672,y,,
20-Aug,Weds,Phillies,NL East,NL,at Philadelphia 4 Seattle 3,Hamels (7-6),Paxton (3-1),Papelbon (30),25157,y,,
20-Aug,Weds,Brewers,NL Central,NL,Toronto 9 at Milwaukee 5,Dickey (10-12),Nelson (2-4),,39300,y,,
20-Aug,Weds,Athletics,AL West,AL,NY Mets 8 at Oakland 5,Wheeler (9-8),Samardzija (3-3),Familia (4),20312,y,,
20-Aug,Weds,Red Sox,AL East,AL,LA Angels 8 at Boston 3,Rasmus (3-1),Buchholz (5-8),,35136,,,
20-Aug,Weds,Yankees,AL East,AL,Houston 5 at NY Yankees 2,Feldman (7-9),Huff (2-1),Veras (1),42102,,,
20-Aug,Weds,Nationals,NL East,NL,at Washington 3 Arizona 2,Soriano (3-1),Marshall (4-3),,24113,,,
20-Aug,Weds,Pirates,NL Central,NL,at Pittsburgh 3 Atlanta 2,Melancon (2-3),Carpenter (4-3),,26581,,,
20-Aug,Weds,Rays,AL East,AL,Detroit 6 at Tampa Bay 0,Porcello (14-8),Odorizzi (9-10),,13575,,,
20-Aug,Weds,Cardinals,NL Central,NL,at St. Louis 7 Cincinnati 3,Lynn (14-8),Cueto (15-7),Rosenthal (37),43085,,,
20-Aug,Weds,Cubs,NL Central,NL,San Francisco 8 at Chicago Cubs 3,Peavy (2-3),Jackson (6-14),,30633,,,
20-Aug,Weds,White Sox,AL Central,AL,Baltimore 4 at Chicago White Sox 3,Chen (13-4),Noesi (7-9),Britton (27),15137,,,
20-Aug,Weds,Twins,AL Central,AL,Cleveland 5 at Minnesota 0,House (2-3),Nolasco (5-9),,28943,,,
20-Aug,Weds,Rockies,NL West,NL,at Colorado 5 Kansas City 2,De La Rosa (13-8),Duffy (8-11),Hawkins (19),28834,y,,
20-Aug,Weds,Dodgers,NL West,NL,San Diego 4 at LA Dodgers 1,Stults (6-13),Hernandez (7-9),Quackenbush (1),46641,,,
21-Aug,Thurs,Yankees,AL East,AL,at NY Yankees 3 Houston 0,McCarthy (5-2),Keuchel (10-9),,41767,,,
21-Aug,Thurs,Twins,AL Central,AL,at Minnesota 4 Cleveland 1,Hughes (14-8),Kluber (13-7),Perkins (32),28033,,,
21-Aug,Thurs,Rays,AL East,AL,at Tampa Bay 1 Detroit 0,Cobb (9-6),Price (12-9),McGee (14),19189,,,
21-Aug,Thurs,Nationals,NL East,NL,at Washington 1 Arizona 0,Soriano (4-1),Perez (2-3),,32311,y,,
21-Aug,Thurs,Red Sox,AL East,AL,LA Angels 2 at Boston 0,Shoemaker (12-4),De La Rosa (4-5),Grilli (1),36160,,,
21-Aug,Thurs,Reds,NL Central,NL,Atlanta 8 at Cincinnati 0,Teheran (12-9),Holmberg (0-1),,20243,,,
21-Aug,Thurs,Cubs,NL Central,NL,San Francisco 5 at Chicago Cubs 3,Bumgarner (14-9),Wood (7-11),Casilla (12),30541,,,
21-Aug,Thurs,Dodgers,NL West,NL,at LA Dodgers 2 San Diego 1,Kershaw (15-3),Ross (11-12),Jansen (36),39596,,,
22-Aug,Fri,Cubs,NL Central,NL,at Chicago Cubs 4 Baltimore 1,Arrieta (7-4),Gausman (7-5),Rondon (20),33761,y,,
22-Aug,Fri,Indians,AL Central,AL,Houston 5 at Cleveland 1,Sipp (4-2),Allen (4-3),,18743,,,
22-Aug,Fri,Yankees,AL East,AL,at NY Yankees 4 Chicago White Sox 3,Robertson (2-4),Webb (5-4),,43811,,,
22-Aug,Fri,Nationals,NL East,NL,San Francisco 10 at Washington 3,Hudson (9-9),Fister (12-4),,33718,,,
22-Aug,Fri,Phillies,NL East,NL,at Philadelphia 5 St. Louis 4,Kendrick (6-11),Wainwright (15-8),Papelbon (31),28366,,,
22-Aug,Fri,Blue Jays,AL East,AL,Tampa Bay 8 at Toronto 0,Smyly (8-10),Stroman (7-5),,28506,,,
22-Aug,Fri,Red Sox,AL East,AL,Seattle 5 at Boston 3,Leone (6-2),Uehara (5-4),Rodney (37),36433,,,
22-Aug,Fri,Reds,NL Central,NL,Atlanta 3 at Cincinnati 1,Hale (4-4),Parra (0-1),Kimbrel (38),31160,,,
22-Aug,Fri,Rangers,AL West,AL,Kansas City 6 at Texas 3,Ventura (10-9),Lewis (8-11),Holland (40),26991,,,
22-Aug,Fri,Brewers,NL Central,NL,Pittsburgh 8 at Milwaukee 3,Locke (5-3),Gallardo (8-7),,37437,,,
22-Aug,Fri,Twins,AL Central,AL,at Minnesota 20 Detroit 6,Pressly (2-0),Ray (1-4),,29394,,,
22-Aug,Fri,Rockies,NL West,NL,Miami 13 at Colorado 5,Alvarez (10-5),Morales (5-7),,30674,,,
22-Aug,Fri,Dbacks,NL West,NL,at Arizona 5 San Diego 1,Collmenter (9-7),Despaigne (3-5),,24835,,,
22-Aug,Fri,Athletics,AL West,AL,at Oakland 5 LA Angels 3,Gray (13-7),Grilli (1-2),Doolittle (19),33810,,,
22-Aug,Fri,Dodgers,NL West,NL,at LA Dodgers 6 NY Mets 2,Haren (11-10),Niese (7-9),,44374,,,
23-Aug,Sat,Yankees,AL East,AL,at NY Yankees 5 Chicago White Sox 3,Kuroda (9-8),Carroll (5-8),Robertson (34),47594,,,
23-Aug,Sat,Blue Jays,AL East,AL,at Toronto 5 Tampa Bay 4,McGowan (5-3),Peralta (2-4),,37451,,,
23-Aug,Sat,Twins,AL Central,AL,at Minnesota 12 Detroit 4,Pino (2-5),Farmer (0-1),,25110,,,
23-Aug,Sat,Red Sox,AL East,AL,Seattle 7 at Boston 3,Wilhelmsen (2-2),Workman (1-8),,36905,,,
23-Aug,Sat,Cubs,NL Central,NL,at Chicago Cubs 7 Baltimore 2,Grimm (4-2),Norris (11-8),,37156,y,,
23-Aug,Sat,Nationals,NL East,NL,at Washington 6 San Francisco 2,Zimmermann (9-5),Lincecum (10-9),,34137,,,
23-Aug,Sat,Indians,AL Central,AL,at Cleveland 3 Houston 2,Allen (5-3),Buchanan (1-3),,20785,,,
23-Aug,Sat,Phillies,NL East,NL,St. Louis 6 at Philadelphia 5,Maness (5-2),Giles (2-1),Rosenthal (38),30352,,,
23-Aug,Sat,Brewers,NL Central,NL,Pittsburgh 10 at Milwaukee 2,Volquez (11-7),Peralta (15-8),,40557,,,
23-Aug,Sat,Reds,NL Central,NL,at Cincinnati 1 Atlanta 0,Leake (10-11),Santana (13-7),Chapman (27),41502,,,
23-Aug,Sat,Rangers,AL West,AL,Kansas City 6 at Texas 3,Guthrie (10-10),Tepesch (4-8),,27400,,,
23-Aug,Sat,Rockies,NL West,NL,at Colorado 5 Miami 4,Belisle (4-6),Dyson (2-1),,31109,,,
23-Aug,Sat,Dbacks,NL West,NL,at Arizona 5 San Diego 2,Perez (3-3),Quackenbush (2-3),Reed (30),30583,,,
23-Aug,Sat,Twins,AL Central,AL,Detroit 8 at Minnesota 6,Verlander (11-11),May (0-3),Nathan (27),25578,,,
23-Aug,Sat,Athletics,AL West,AL,at Oakland 2 LA Angels 1,Gregerson (3-2),Smith (5-2),Doolittle (20),36067,,,
23-Aug,Sat,Dodgers,NL West,NL,at LA Dodgers 7 NY Mets 4,Greinke (13-8),deGrom (6-6),Jansen (37),51215,,,
24-Aug,Sun,Indians,AL Central,AL,at Cleveland 3 Houston 1,Bauer (5-7),Oberholtzer (4-9),Allen (17),17123,,,
24-Aug,Sun,Yankees,AL East,AL,at NY Yankees 7 Chicago White Sox 4,Huff (3-1),Petricka (0-3),,43366,,,
24-Aug,Sun,Blue Jays,AL East,AL,Tampa Bay 2 at Toronto 1,McGee (4-1),Santos (0-3),Boxberger (2),38869,,,
24-Aug,Sun,Reds,NL Central,NL,at Cincinnati 5 Atlanta 3,Simon (13-8),Harang (10-8),Broxton (7),29642,,,
24-Aug,Sun,Red Sox,AL East,AL,Seattle 8 at Boston 6,Leone (7-2),Webster (3-2),Rodney (38),37022,,,
24-Aug,Sun,Nationals,NL East,NL,at Washington 14 San Francisco 6,Stammen (4-4),Affeldt (4-2),,35476,,,
24-Aug,Sun,Phillies,NL East,NL,at Philadelphia 7 St. Louis 1,Williams (2-0),Masterson (2-2),,30580,,,
24-Aug,Sun,Brewers,NL Central,NL,at Milwaukee 4 Pittsburgh 3,Fiers (4-1),Worley (5-4),Rodriguez (39),42761,,,
24-Aug,Sun,Twins,AL Central,AL,Detroit 13 at Minnesota 4,Scherzer (15-4),Gibson (11-10),,23983,,,
24-Aug,Sun,Cubs,NL Central,NL,at Chicago Cubs 2 Baltimore 1,Wada (4-1),Gonzalez (6-7),Rondon (21),32774,y,,
24-Aug,Sun,Rangers,AL West,AL,at Texas 3 Kansas City 1,Baker (2-3),Vargas (10-6),Feliz (6),30049,,,
24-Aug,Sun,Dodgers,NL West,NL,NY Mets 11 at LA Dodgers 3,Colon (12-10),Correia (2-1),,47290,,,
24-Aug,Sun,Rockies,NL West,NL,at Colorado 7 Miami 4,Bergman (1-2),Hand (2-6),Hawkins (20),40509,,,
24-Aug,Sun,Dbacks,NL West,NL,San Diego 7 at Arizona 4,Kennedy (10-11),Anderson (7-6),Benoit (8),20852,,,
24-Aug,Sun,Athletics,AL West,AL,LA Angels 9 at Oakland 4,Weaver (14-7),Kazmir (14-6),,36067,,,
25-Aug,Mon,Royals,AL Central,AL,NY Yankees 8 at Kansas City 1,Pineda (3-2),Shields (12-7),,31758,,,
25-Aug,Mon,Orioles,AL East,AL,at Baltimore 9 Tampa Bay 1,Tillman (11-5),Odorizzi (9-11),,15516,,,
25-Aug,Mon,Phillies,NL East,NL,at Philadelphia 3 Washington 2,Burnett (7-14),Roark (12-8),Papelbon (32),23089,,,
25-Aug,Mon,Pirates,NL Central,NL,St. Louis 3 at Pittsburgh 2,Lackey (2-1),Hughes (6-4),Rosenthal (39),24352,,,
25-Aug,Mon,Blue Jays,AL East,AL,Boston 4 at Toronto 3,Uehara (6-4),Sanchez (2-1),Breslow (1),26041,,,
25-Aug,Mon,Astros,AL West,AL,Oakland 8 at Houston 2,Samardzija (4-3),Feldman (7-10),,14094,,,
25-Aug,Mon,Angels,AL West,AL,Miami 7 at LA Angels 1,Cosart (2-1),LeBlanc (0-1),,35350,y,,
25-Aug,Mon,Mariiners,AL West,AL,Texas 2 at Seattle 0,Mikolas (2-5),Elias (9-11),Feliz (7),21620,,,
25-Aug,Mon,Padres,NL West,NL,Milwaukee 10 at San Diego 1,Lohse (12-7),Stults (6-14),,24968,,,
25-Aug,Mon,Giants,NL West,NL,Colorado 3 at San Francisco 2,Matzek (3-9),Peavy (2-4),Hawkins (21),41052,,,
26-Aug,Tues,Orioles,AL East,AL,at Baltimore 4 Tampa Bay 2,Brach (5-0),Balfour (1-6),Britton (28),16406,,,
26-Aug,Tues,Phillies,NL East,NL,at Philadelphia 4 Washington 3,Giles (3-1),Clippard (7-3),Papelbon (33),25238,,,
26-Aug,Tues,Pirates,NL Central,NL,at Pittsburgh 5 St. Louis 2,Watson (9-1),Maness (5-3),Melancon (23),25521,,,
26-Aug,Tues,Blue Jays,AL East,AL,Boston 11 at Toronto 7,Tazawa (3-3),Janssen (3-2),,27321,,,
26-Aug,Tues,Tigers,AL Central,AL,at Detroit 5 NY Yankees 2,Porcello (15-8),McCarthy (5-3),Nathan (28),40488,,,
26-Aug,Tues,Reds,NL Central,NL,Chicago Cubs 3 at Cincinnati 0,Wood (8-11),Cueto (15-8),Rondon (22),19481,,,
26-Aug,Tues,Mets,NL East,NL,at NY Mets 3 Atlanta 2,Gee (5-6),Wood (9-10),Mejia (19),22406,,,
26-Aug,Tues,White Sox,AL Central,AL,Cleveland 8 at Chicago White Sox 6,Shaw (5-3),Petricka (0-4),,12462,,,
26-Aug,Tues,Royals,AL Central,AL,at Kansas City 2 Minnesota 1,Davis (7-2),Perkins (3-1),,13847,,,
26-Aug,Tues,Astros,AL West,AL,at Houston 4 Oakland 2,Fields (4-6),Gregerson (3-3),Qualls (15),17345,,,
26-Aug,Tues,Dbacks,NL West,NL,LA Dodgers 9 at Arizona 5,Hernandez (8-9),Cahill (3-8),,21758,,,
26-Aug,Tues,Angels,AL West,AL,at LA Angels 8 Miami 2,Shoemaker (13-4),Eovaldi (6-9),,33028,y,,
26-Aug,Tues,Mariiners,AL West,AL,at Seattle 5 Texas 0,Paxton (4-1),Martinez (3-10),,20469,,,
26-Aug,Tues,Padres,NL West,NL,at San Diego 4 Milwaukee 1,Ross (12-12),Nelson (2-5),Benoit (9),21786,,,
26-Aug,Tues,Giants,NL West,NL,at San Francisco 3 Colorado 0,Bumgarner (15-9),De La Rosa (13-9),,41050,,,
27-Aug,Weds,Pirates,NL Central,NL,at Pittsburgh 3 St. Louis 1,Locke (6-3),Wainwright (15-9),Melancon (24),29905,,,
27-Aug,Weds,Mariiners,AL West,AL,Texas 12 at Seattle 4,Lewis (9-11),Ramirez (1-6),,29463,,,
27-Aug,Weds,Tigers,AL Central,AL,NY Yankees 8 at Detroit 4,Greene (4-1),Price (12-10),,40876,,,
27-Aug,Weds,Orioles,AL East,AL,Tampa Bay 3 at Baltimore 1,Smyly (9-10),Gausman (7-6),McGee (15),20762,,,
27-Aug,Weds,Phillies,NL East,NL,at Philadelphia 8 Washington 4,Kendrick (7-11),Fister (12-5),,33183,,,
27-Aug,Weds,Blue Jays,AL East,AL,at Toronto 5 Boston 2,Stroman (8-5),Layne (1-1),Cecil (5),30285,,,
27-Aug,Weds,Reds,NL Central,NL,at Cincinnati 7 Chicago Cubs 5,Latos (5-3),Turner (4-8),Chapman (28),20497,,,
27-Aug,Weds,Mets,NL East,NL,Atlanta 3 at NY Mets 2,Teheran (13-9),Wheeler (9-9),Kimbrel (39),22014,,,
27-Aug,Weds,White Sox,AL Central,AL,at Chicago White Sox 3 Cleveland 2,Noesi (8-9),Kluber (13-8),Putnam (4),11976,,,
